id,prob
37661426,0.16
37621480,0.18
37207932,0.1
37661445,0.22
37611542,0.28
37621461,0.11
37601076,0.08
36019516,0.09
16402028,0.14
37641419,0.22
37811487,0.11
37620902,0.46
37691476,0.27
37831382,0.41
37651373,0.05
37601500,0.09
37631386,0.06
37601439,0.02
37831271,0.17
37631404,0.15
37731349,0.32
37601467,0.09
37741410,0.14
37631364,0.06
37631387,0.16
37771351,0.33
37601493,0.07
37800951,0.12
37651345,0.25
37801469,0.16
37287167,0.34
37651312,0.12
37147634,0.04
37771331,0.45
37641323,0.08
37841307,0.16
37811352,0.17
36049003,0.37
37711342,0.03
37691384,0.13
37831326,0.12
37771322,0.07
37307321,0.32
37801423,0.27
37631346,0.06
37761323,0.09
37661321,0.16
37601403,0.19
37761340,0.36
37701307,0.24
37681171,0.23
37771273,0.33
37621337,0.2
37671306,0.28
37821296,0.1
37621311,0.26
37631305,0.26
37811199,0.18
37791206,0.05
37781315,0.13
37751264,0.05
37741087,0.21
37651203,0.24
36723433,0.29
37721298,0.15
37761281,0.08
37691283,0.13
37671236,0.28
37741222,0.28
37771192,0.29
37691249,0.09
37631183,0.27
37601287,0.04
36321134,0.08
37801276,0.27
37831144,0.11
35641141,0.04
37681182,0.26
37691252,0.17
36802943,0.16
37621238,0.35
36510138,0.21
37711197,0.11
37641175,0.24
37329725,0.07
37077993,0.1
37601268,0.41
37681168,0.28
37771170,0.06
37831186,0.07
37701153,0.29
37761216,0.09
37621004,0.11
37681100,0.05
36540233,0.17
36250156,0.12
37821032,0.34
37761172,0.19
37087831,0.26
35998372,0.64
37690894,0.13
37801204,0.18
37701110,0.03
37117469,0.09
37661126,0.09
37721116,0.5
37640945,0.31
36701418,0.22
35136649,0.33
37631158,0.06
37840979,0.2
37157569,0.25
37781214,0.32
37641112,0.21
37830435,0.12
37820744,0.18
37631110,0.15
36381846,0.4
37671148,0.17
36802884,0.34
37731119,0.03
37621134,0.11
37831091,0.03
37781151,0.11
36801732,0.32
37621087,0.08
37601068,0.32
36331703,0.23
37821124,0.42
37651020,0.13
37720274,0.31
36008401,0.14
37690929,0.26
37811086,0.12
35998955,0.44
37801103,0.55
37681069,0.57
37741079,0.15
37790654,0.38
37670146,0.13
37701074,0.2
37821079,0.12
37681051,0.42
35883614,0.12
37661104,0.11
37227681,0.49
36797642,0.33
37187580,0.03
37811114,0.13
37601144,0.34
37811012,0.26
37681000,0.13
37770971,0.19
37801015,0.15
37670988,0.06
37811016,0.29
37690968,0.25
37661008,0.01
37620251,0.58
37711076,0.1
37821015,0.3
37771022,0.09
37611069,0.02
37691001,0.16
37650965,0.02
36441321,0.34
37720986,0.29
37660443,0.46
37197711,0.25
37720210,0.3
37267711,0.33
36159765,0.2
37601083,0.38
37721029,0.18
37601073,0.2
37650924,0.25
37671000,0.31
37631055,0.48
37800985,0.28
37630735,0.18
37610982,0.27
37760979,0.14
36797388,0.22
37761041,0.5
37800700,0.22
37820816,0.13
37700928,0.3
37640882,0.27
37770883,0.13
37680931,0.28
37820893,0.11
37670899,0.07
37650830,0.09
37601012,0.02
37601021,0.4
37600942,0.26
37620942,0.09
37740968,0.25
37680934,0.33
37780997,0.23
37601037,0.12
37830734,0.3
36109126,0.35
37710875,0.1
37750871,0.01
37700797,0.31
37790832,0.43
37640638,0.14
37760858,0.37
37740860,0.01
37710842,0.17
37288020,0.15
37770785,0.35
37770816,0.35
37600880,0.09
37660825,0.26
37600717,0.21
37600985,0.44
37760884,0.14
37810877,0.08
37127611,0.16
16782165,0.26
28614047,0.06
37690829,0.35
37760802,0.28
37620259,0.38
37600901,0.05
37750910,0.07
35843702,0.03
37620878,0.01
37690850,0.16
37690890,0.02
34914883,0.11
37610645,0.22
37640810,0.06
37720810,0.2
37630767,0.48
37830677,0.23
37630774,0.21
37630777,0.13
37840786,0.1
37680780,0.23
37840787,0.11
37680740,0.06
37840801,0.15
37107954,0.2
37800786,0.05
37600823,0.62
34362004,0.11
37690760,0.24
36960127,0.1
37670741,0.06
37670804,0.14
37660744,0.18
37840797,0.29
36520360,0.06
37710575,0.33
37700784,0.15
37740800,0.05
37800787,0.24
37750798,0.16
36331320,0.18
37670672,0.09
37700723,0.05
36870162,0.07
37287821,0.15
37630694,0.17
37177738,0.42
37840638,0.31
37810752,0.13
37690243,0.3
37780719,0.6
37840649,0.08
37610680,0.19
37217969,0.53
37700657,0.12
37670733,0.18
37820736,0.15
37067163,0.45
37630733,0.23
36500466,0.07
36049659,0.36
36450272,0.37
36028602,0.57
37610681,0.25
37650541,0.2
37770735,0.11
37237684,0.09
37329731,0.23
36281574,0.01
37780548,0.42
37630626,0.06
37740629,0.05
37690404,0.05
37780586,0.48
37740622,0.29
35358431,0.07
37810508,0.11
37167997,0.32
37680413,0.27
37750611,0.05
37760655,0.02
37700606,0.25
37329321,0.3
37700609,0.04
37680611,0.27
37780540,0.2
37700362,0.15
37670502,0.2
35958542,0.15
37720301,0.03
37710397,0.32
37720549,0.06
37158018,0.11
32480025,0.1
37660572,0.06
37620535,0.27
36360737,0.06
37680469,0.21
37790581,0.3
37770528,0.43
37770556,0.31
37720564,0.4
37700545,0.17
37167163,0.42
37700522,0.05
37800539,0.1
37690553,0.31
37329769,0.12
37610569,0.22
37740560,0.25
34504089,0.21
36129113,0.11
37810629,0.14
37700560,0.09
37810580,0.24
37840519,0.3
37830462,0.44
37670512,0.49
37790545,0.25
37790533,0.41
37730511,0.3
37600653,0.32
37650475,0.18
37840239,0.32
37640565,0.07
37620501,0.11
37750492,0.15
37167919,0.47
37770480,0.11
37620465,0.3
37640500,0.12
37640488,0.07
37620447,0.3
37780496,0.48
37760502,0.06
37640518,0.38
37630477,0.13
37620472,0.24
37690489,0.08
37710498,0.2
37820527,0.54
36211593,0.19
37600544,0.19
37680430,0.38
37610520,0.15
37830432,0.14
34934135,0.5
37730472,0.24
37650446,0.09
37277726,0.21
37640514,0.39
37760501,0.09
37750238,0.01
37810539,0.34
37790389,0.3
37760228,0.12
37770374,0.17
37680332,0.04
36800985,0.34
37760461,0.16
37830356,0.22
37830376,0.06
37740306,0.33
37670415,0.04
37710432,0.18
37800423,0.11
37790392,0.21
37840435,0.26
37780358,0.07
37760444,0.26
37840388,0.2
37830144,0.25
37600202,0.16
37720436,0.05
37840371,0.16
37830387,0.06
37810488,0.53
37750420,0.07
37800417,0.38
37750407,0.12
37610448,0.08
36088255,0.41
37640444,0.01
37730427,0.58
37770441,0.08
37600414,0.25
36351529,0.18
37710342,0.04
37600434,0.1
37780328,0.32
37157574,0.35
37750346,0.4
37610344,0.56
37800313,0.29
37087341,0.13
37770349,0.09
37740294,0.3
37168043,0.14
37630352,0.18
37107313,0.08
35823990,0.41
37760341,0.23
37740331,0.03
37610360,0.21
37780326,0.29
37680242,0.37
37730331,0.48
37790353,0.37
37630287,0.11
37810392,0.23
37760342,0.58
37640223,0.1
37670272,0.21
35939268,0.33
37750262,0.28
37600316,0.03
37770214,0.05
37730310,0.15
37630227,0.19
37620258,0.27
37147210,0.22
37810284,0.28
37620282,0.01
37247386,0.3
37760298,0.28
37720357,0.44
37630260,0.11
36251462,0.3
37810286,0.17
37790242,0.23
37800270,0.25
37710276,0.06
37840172,0.36
37660294,0.49
35256661,0.17
37620226,0.26
37770277,0.41
37840200,0.43
37630216,0.52
37328163,0.11
36241453,0.19
37760244,0.33
37277889,0.3
37810239,0.25
37640267,0.39
37700222,0.12
37820216,0.12
37237219,0.32
37630225,0.23
37760241,0.51
37810356,0.11
36301494,0.03
37097236,0
35348591,0.42
37690220,0.24
37750308,0.01
35126468,0.07
37700169,0.12
36210606,0.11
37800219,0.38
37158031,0.34
37720255,0.13
37068027,0.36
37720204,0.12
37780166,0.32
37720221,0.31
37840148,0.17
37730172,0.4
37427112,0.21
37630184,0.38
37127314,0.37
37780152,0.3
37830218,0.09
37640145,0.21
37770182,0.24
37197886,0.13
34964007,0.2
37630171,0.25
37820167,0.08
37610196,0.57
37770158,0.05
37690145,0.39
37760193,0.32
37690155,0.19
37750146,0.23
37720268,0.08
37680188,0.06
37720266,0.03
37730156,0.34
34954595,0.06
37830213,0.56
37750174,0.1
37587147,0.33
37298034,0.13
35176218,0.33
37447148,0.3
36651142,0.02
37377143,0.16
37567145,0.16
37507159,0.38
37467133,0.14
37670120,0.06
37690127,0.17
37760122,0.2
37467131,0.18
36039426,0.18
37507115,0.35
37147834,0.02
36029361,0.45
36571282,0.43
37021149,0.3
37800116,0.24
37640120,0.09
37257407,0.36
37547141,0.14
36970326,0.3
37168049,0
37507144,0.12
37840117,0.07
37770115,0.25
36380308,0.18
36271929,0.01
36800598,0.32
37158065,0.54
37107305,0.04
37257964,0.36
37187972,0.27
37407114,0.16
37147993,0.09
36799832,0.4
37307925,0.07
37307931,0.14
36990268,0.12
37138019,0.1
37217973,0.34
37237896,0.24
37097632,0.07
37207930,0.11
37158133,0.49
37147951,0.38
37217963,0.21
37248002,0.48
37397113,0.31
37307948,0.22
37257977,0.24
37278006,0.1
37317602,0.03
37187962,0.14
37318010,0.05
37077976,0.16
37068505,0.52
37577113,0.25
37127755,0.12
37257938,0.02
37087967,0.04
34985044,0.14
37257963,0.35
37267339,0.07
37288007,0.36
37267801,0.18
37297920,0.06
37217922,0.11
37237882,0.33
37227897,0.28
37277902,0.38
37267833,0.25
36621199,0.06
36723366,0.41
37207841,0.11
37197964,0.19
37237831,0.12
37217686,0.21
37127831,0.33
37217919,0.19
37227920,0.18
36210998,0.45
37247958,0.18
36490241,0.36
37127422,0.22
37267925,0.29
37167995,0.31
36128590,0.25
37267877,0.14
37117931,0.12
37247913,0.08
36241607,0.27
19105995,0.51
37217860,0.22
37147505,0.01
37217869,0.53
37317895,0.15
37187850,0.23
37177779,0.19
37177789,0.12
37267689,0.29
36798213,0.48
37147231,0.06
37207766,0.08
37317879,0.05
37177769,0.26
37307823,0.2
37167827,0.18
37297215,0.03
37267750,0.08
37207775,0.06
36371877,0.33
37267808,0.16
37327364,0.18
37317329,0.1
37077871,0.22
36281535,0.42
37177702,0.19
36301678,0.49
37127727,0.4
37257821,0.18
37177728,0.06
36251670,0.2
37127736,0.1
37247823,0.11
37187771,0.26
36088556,0.45
37087748,0.08
37187823,0.08
37307753,0.2
37117361,0.35
37147758,0.09
37267713,0.07
37207725,0.09
37157884,0.29
37247825,0.12
37217770,0.42
37117798,0.04
37237726,0.06
37237736,0.17
37097785,0.6
37197755,0.03
37317777,0.6
36169260,0.11
36341609,0.29
37287791,0.14
37257732,0.2
37217725,0.28
37277767,0.47
37197740,0.38
37137782,0.25
37297730,0.1
37157786,0.07
37247754,0.13
37237701,0.04
36231355,0.25
37297640,0.28
37217666,0.17
36850157,0.2
37077689,0.37
37117732,0.61
37207643,0.21
37177601,0.51
35804125,0.15
37147710,0.06
37187710,0.39
36551148,0.1
37127123,0.12
37217664,0.38
37287426,0.24
37117696,0.27
37247219,0.24
37267594,0.19
37297663,0.06
37137720,0.04
37287688,0.24
37197272,0.13
37177603,0.15
37267591,0.1
37187687,0.27
37317665,0.35
37157696,0.08
37217660,0.03
37167599,0.11
37247608,0.03
37097630,0.3
37157693,0.1
36799296,0.22
37267543,0.05
37177546,0.18
37247574,0.28
37117631,0.16
37287600,0.24
37087606,0.03
37237554,0.1
37147549,0.43
37031231,0.12
37227628,0.17
37277633,0.08
37177548,0.2
37287638,0.14
34723228,0.09
37187632,0.18
37157597,0.29
37097415,0.07
37297574,0.15
37207501,0.07
37187566,0.11
37167483,0.43
37327258,0.2
37307511,0.24
37097596,0.22
37267497,0.11
36148478,0.35
37297565,0.05
37317580,0.11
37127488,0.65
37187437,0.24
37297573,0.3
37217395,0.21
37317537,0.28
37297511,0.1
36048503,0.27
37097530,0.35
37157591,0.07
37247505,0.16
37167422,0.09
37227522,0.01
37247479,0.41
37227540,0.54
37147539,0.01
37267457,0.46
37257508,0.2
37087452,0.33
37087478,0.15
37097533,0.16
37287526,0.04
37207466,0.24
37087464,0.12
37227560,0.12
37157581,0.08
37107524,0.33
37087492,0.19
37307455,0.14
37217478,0.3
37137536,0.2
37117493,0.24
37197485,0.31
37087427,0.15
37077507,0.05
37137562,0.43
37297462,0.27
36230562,0.02
37087403,0.25
37137526,0.13
37087421,0.17
37021225,0.29
37177426,0.17
37217490,0.16
37207425,0.26
37097528,0.25
35804040,0.09
37227440,0.67
37097447,0.29
37117462,0.39
37187425,0.57
37097433,0.09
36801180,0.28
37297435,0.1
37307404,0.24
37267388,0.17
37227408,0.24
37307428,0.03
35693572,0.23
37167391,0.1
37187451,0.11
37137518,0.32
37277417,0.12
37097437,0.05
35893607,0.18
37267333,0.29
37227184,0.5
37217427,0.41
37127396,0.06
36850189,0.07
37087363,0.23
37267354,0.21
37157434,0.37
37127341,0.2
37317385,0.33
37177318,0.02
37287314,0.03
37127352,0.22
37177337,0.16
37107352,0.21
37257345,0.05
37087323,0.2
37107357,0.41
37197388,0.13
37157370,0.06
36860128,0.32
37107400,0.02
37077363,0.14
37197275,0.37
36271022,0.16
37167354,0.13
37157374,0.12
37277347,0.11
36691119,0.01
37217362,0.14
37317361,0.22
37207334,0.12
37287387,0.07
37237312,0.11
36970258,0.26
37307343,0.12
36712446,0.05
36450807,0.05
37097385,0.05
36300959,0.19
37247260,0.18
37087299,0.44
35979809,0.2
37217275,0.16
37297282,0.56
37237283,0.36
37077297,0.23
37137392,0.04
36381451,0.52
37317282,0.11
37267265,0.42
36798556,0.08
36411366,0.15
37117322,0.11
37287259,0.36
37317237,0.22
37077339,0.46
37187317,0.09
37147344,0.06
37287294,0.11
37277297,0.08
37167274,0.21
36950133,0.49
37167310,0.34
37077343,0.1
36591413,0.24
36783332,0.47
37297298,0.42
37207310,0.57
37267281,0.2
37167252,0.24
36920333,0.49
33611338,0.14
1237963,0.26
37187351,0.14
37287216,0.42
36733253,0.31
37097271,0.08
37197258,0.2
35893167,0.16
37107275,0.09
37117147,0.28
37317213,0.28
36450506,0.16
37117225,0.2
36611294,0.15
37077233,0.12
37207213,0.45
37097267,0.02
37097233,0.15
31206959,0.14
37287252,0.17
37177243,0.2
37107271,0.1
37217208,0.16
36361066,0.21
37077216,0.39
37167214,0.06
37117217,0.38
37287213,0.29
37117247,0.24
36850348,0.24
37077254,0.22
36201362,0.26
37167229,0.27
37147227,0.33
37137162,0.16
37137212,0.1
37207143,0.24
36401025,0.07
37127194,0.09
37167153,0.48
36201719,0.38
36280576,0.17
37207170,0.28
36361630,0.11
37287156,0.04
37217129,0.31
37147194,0.13
33420954,0.33
37287136,0.18
36611425,0.17
37307152,0.03
37257155,0.15
37147143,0.09
37157205,0.07
36799314,0.26
37297184,0.24
36441593,0.58
35968331,0.08
37077181,0.22
37137166,0.29
36371085,0.03
37177154,0.03
37117172,0.11
37217132,0.21
37217148,0.32
36980221,0.19
37297170,0.18
37317142,0.17
37197208,0.34
36211403,0.07
36211471,0.3
37187185,0.26
37187198,0.31
36611290,0.06
35916864,0.28
37287129,0.43
36320284,0.22
36581474,0.01
36970347,0.2
36850371,0.17
36890355,0.19
37087130,0.14
36870287,0.16
36880395,0.24
36840343,0.12
36990348,0.24
36930381,0.22
37087131,0.11
37117115,0.01
36980373,0.52
36850367,0.27
36900361,0.05
36940200,0.14
36798806,0.18
36930369,0.27
36880382,0.16
36222022,0.14
36799033,0.25
37087127,0.1
37287128,0.05
37297137,0.23
36109575,0.37
36830396,0.12
36990344,0.37
35491145,0.05
36251755,0.15
36930138,0.11
37031157,0.13
36990115,0.48
36940347,0.07
37011329,0.33
37021322,0.29
36808330,0.24
36671167,0.19
36900317,0.21
36411235,0.27
35673929,0.31
37011257,0.1
36990305,0.2
35673391,0.31
36029786,0.05
36381528,0.15
37011355,0.27
36950321,0.13
36820333,0.15
36880308,0.12
36840244,0.45
36280444,0.53
36840291,0.18
36850266,0.37
36271536,0.23
36271364,0.14
36830232,0.54
36360882,0.28
36840219,0.1
37000211,0.06
37011250,0
36850236,0.26
36990180,0.16
36421045,0.08
36211929,0.2
36139312,0.23
36970219,0.35
36441751,0.21
36391501,0.08
36910272,0.23
36980248,0.12
36910265,0.1
36940237,0.23
36850229,0.3
36798335,0.09
36900277,0.18
37011298,0.04
36840236,0.19
37021227,0.23
36381788,0.18
36870226,0.27
36330833,0.48
36930254,0.07
36211956,0.29
36970237,0.28
36743251,0.4
36890259,0.12
37000197,0.06
36850166,0.3
37051151,0.12
36920165,0.19
36631449,0.26
37021172,0.35
36211691,0.03
37021190,0.24
36671440,0.1
36960168,0.48
37000151,0.33
36240376,0.19
36870200,0.19
36410389,0.24
36089599,0.27
36910165,0.59
6735355,0.03
35773241,0.16
36880194,0.08
37021134,0.28
37031162,0.24
36890158,0.06
37041171,0.26
36820168,0.69
377140,0.02
36631408,0.26
36850158,0.44
36211775,0.21
36870191,0.1
36530431,0.11
36763453,0.11
36860144,0.14
36920201,0.13
36910131,0.63
36743249,0.42
36119329,0.26
36860124,0.27
36920136,0.18
36631425,0.37
35853386,0.26
36890128,0.07
36540482,0.22
36701444,0.15
36281646,0.09
36701405,0.49
36651203,0.11
36421543,0.45
36631436,0.18
37031129,0.16
36661487,0.17
36681455,0.09
35948315,0.15
36301027,0.51
36290159,0.3
36561373,0.3
36591456,0.27
36940112,0.11
36681442,0.04
36651342,0.12
36661470,0.15
36671411,0.25
36980114,0.25
36540421,0.18
36551391,0.47
36631365,0.2
36540359,0.08
36551390,0.35
35873238,0.17
36763371,0.11
36421589,0.18
36500686,0.17
36581350,0.7
36641387,0.16
36691306,0.21
36581380,0.21
36743431,0.03
36540442,0.1
36571335,0.08
36681338,0.24
36743409,0.23
36331427,0.05
36701361,0.3
36179168,0.42
36571312,0.25
36712351,0.17
36441872,0.55
36681397,0.11
36591382,0.21
36631158,0.16
36601381,0.26
36611406,0.23
36753343,0.05
36611351,0.3
36561172,0.2
36561357,0.14
36540406,0.16
36723337,0.22
36733393,0.25
36591294,0.39
36641299,0.53
36351766,0.41
36581191,0.22
36691289,0.27
36733266,0.52
36611285,0.33
36221506,0.47
36371830,0.11
36621271,0.08
36088709,0.24
34933661,0.19
36601322,0.39
36743351,0.16
36441498,0.18
36591292,0.19
36763339,0.15
36621301,0.18
36601307,0.05
36733285,0.19
36271904,0.15
36581311,0.33
36773306,0.26
36651312,0.18
36401103,0.33
36551294,0.6
36661313,0.47
36701306,0.16
36581294,0.3
36611281,0.1
36510472,0.05
36671187,0.19
36651274,0.22
36551191,0.15
36641291,0.09
36691211,0.05
36712247,0.18
36701196,0.15
36241760,0.31
36251637,0.1
36661263,0.04
36601185,0.06
36561226,0.39
36723187,0.07
36712120,0.37
36743287,0.37
36381650,0.12
36763235,0.14
36753218,0.07
36641170,0.13
36783286,0.34
36581263,0.09
36029660,0.04
36733163,0.31
36581185,0.24
36733131,0.07
36241866,0.09
36783152,0.36
36221720,0.11
36661120,0.01
36391437,0.53
36723130,0.19
36591113,0.36
36681149,0.07
36661200,0.16
36341368,0.07
36753173,0.27
36611144,0.19
36211379,0.12
36621159,0.46
36221701,0.14
36371622,0.13
36251784,0.37
36391535,0.1
36611131,0.26
36712152,0.4
36320612,0.35
36118165,0.29
36491470,0.12
36671149,0.27
36461290,0.4
36098394,0.33
36723178,0.14
36621127,0.2
36641177,0.37
36753142,0.1
36773148,0.13
36671148,0.17
36753147,0.31
36743126,0.08
36411810,0.15
36551176,0.34
35743899,0.05
36773120,0.36
36411077,0.4
36651157,0.18
36089553,0.19
36210783,0.05
34603208,0.17
36118296,0.11
36651163,0.12
36221963,0.12
36341740,0.3
36351791,0.11
35978609,0.05
36361867,0.26
35166283,0.33
36301889,0.06
36271927,0.32
36241034,0.53
36201897,0.2
36520685,0.1
36441798,0.36
36201901,0.17
36491396,0.29
36712112,0.21
36201903,0.16
36201956,0.21
36491464,0.43
36500646,0.26
36351777,0.29
36211758,0.38
36491166,0.24
36491438,0.07
36451352,0.3
36441900,0.18
36341665,0.16
36491463,0.27
35863261,0.53
36420306,0.38
36270977,0.13
36241818,0.51
35703684,0.09
36421815,0.04
36281867,0.16
36520713,0.28
36341727,0.32
36491405,0.1
34743491,0.22
36411872,0.22
36500909,0.37
36411766,0.03
36231880,0.19
36340346,0.02
36641113,0.19
36460752,0.34
36211046,0.2
36421624,0.06
36201902,0.07
36500923,0.29
36301772,0.3
36491372,0.27
36530609,0.28
36231716,0.3
36341638,0.04
20579060,0.43
36281821,0.32
36271824,0.25
36381777,0.32
36491362,0.47
36371794,0.3
36520614,0.35
36451331,0.16
36210831,0.13
36381755,0.04
36360672,0.23
36361715,0.18
36301786,0.18
36391732,0.38
36331678,0.28
36301785,0.4
36491367,0.33
35044866,0.07
36381747,0.05
36411770,0.2
36301830,0.07
36411785,0.11
36069285,0.08
36079373,0.14
36281807,0.24
36411798,0.4
36119584,0.03
36441729,0.1
36411831,0.26
36251704,0.15
36500855,0.2
36049010,0.32
36221886,0.12
36421715,0.15
36520616,0.1
36068757,0.22
36391617,0.07
36230419,0.03
36281684,0.35
34924194,0.19
36371652,0.14
36371646,0.21
36381676,0.26
36088804,0.17
35723651,0.1
35703974,0.23
36251227,0.18
36350925,0.04
36491254,0.22
36251605,0.36
36211759,0.15
36530522,0.31
36351648,0.06
36231746,0.13
36301699,0.23
36201758,0.42
36361551,0.3
34313031,0.11
36491274,0.24
36510584,0.27
36240652,0.2
36530470,0.08
36211802,0.33
36271758,0.36
36441703,0.17
36381696,0.41
36271698,0.59
36211749,0.1
36221782,0.05
36381654,0.26
36109653,0.16
36341629,0.06
36530495,0.17
36381678,0.08
36201779,0.11
36520571,0.4
36301739,0.03
36211760,0.42
36270525,0.42
36341564,0.04
36221727,0.25
36361293,0.18
36211706,0.09
36321257,0.16
36520487,0.16
35348358,0.61
36260982,0.24
36231613,0.41
36281254,0.33
12637341,0.3
16492717,0.08
35054322,0.11
36530393,0.24
36201675,0.2
36530430,0.2
35093388,0.15
36251506,0.04
36331591,0.22
36079334,0.16
36231642,0.25
36301367,0.05
36351607,0.11
36451074,0.49
36251457,0.13
36510570,0.16
36341544,0.37
36520294,0.25
36201698,0.2
35653745,0.17
36421236,0.04
36451158,0.22
36451179,0.08
36381603,0.18
36361591,0.31
36371556,0.26
36260437,0.22
36231536,0.1
36341182,0.23
36241491,0.17
36221642,0.41
35156709,0.26
36500570,0.23
36441530,0.17
36400960,0.25
36251450,0.67
36271414,0.09
36530343,0.46
36351438,0.13
36281570,0.48
36421432,0.19
36391372,0.42
36421482,0.13
36380896,0.26
36341411,0.09
36211630,0.13
36049175,0.47
36260643,0.25
36251389,0.34
36411069,0.02
36320338,0.11
35978488,0.52
36221689,0.17
36510482,0.33
36421471,0.3
36391473,0.28
7064626,0.08
36491114,0.3
36271555,0.14
36381520,0.24
36089397,0.09
36450883,0.02
36371531,0.36
36220377,0.39
36390996,0.28
29304171,0.2
36421428,0.16
36301608,0.24
36530281,0.11
36301617,0.08
36491035,0.17
36211659,0.02
35998257,0.28
36411462,0.37
36381455,0.21
36510394,0.27
36221406,0.31
36500525,0.08
36381459,0.17
35246131,0.04
36251350,0.47
36049668,0.17
36241421,0.08
36391284,0.21
36441359,0.43
35803726,0.2
36231493,0.2
36231511,0.24
34613109,0.37
36510382,0.09
36441389,0.1
36361439,0.19
36530295,0.07
36391414,0.22
36231508,0.42
36281478,0.17
36421345,0.06
36351360,0.36
36231529,0.31
36351343,0.01
36381059,0.04
36271487,0.11
36411439,0.5
36421373,0.16
36520251,0.47
36241459,0.2
36201534,0.29
36241414,0.21
36271411,0.49
36361441,0.13
36520310,0.24
36351407,0.57
36231503,0.39
36231521,0.05
36231484,0.03
36421323,0.27
36440983,0.25
36331321,0.21
36301425,0.27
36019068,0.27
35917751,0.37
36391314,0.27
36500473,0.45
36331392,0.02
36331393,0.22
36500410,0.37
36251281,0.16
34973516,0.07
36270529,0.29
36251288,0.03
36201461,0.32
36421281,0.34
36450938,0.09
36231447,0.32
36500478,0.49
36300837,0.23
34874403,0.36
36441317,0.26
36510320,0.31
36381387,0.16
35703132,0.14
36331348,0.1
29914972,0.36
35989759,0.35
36341040,0.02
35713787,0.01
36441313,0.16
36411413,0.3
36221165,0.08
36211371,0.46
36351216,0.09
36371284,0.08
36261024,0.21
36201327,0.08
36280814,0.29
36088286,0.14
36351219,0.14
36381329,0.12
36281342,0.09
36381309,0.05
36271382,0.14
36500361,0.14
36201394,0.25
36450918,0.11
35073643,0.25
36251221,0.36
35979937,0.31
36241199,0.18
36211309,0.07
36251204,0.27
36221334,0.36
36231015,0.05
36450876,0.26
36450695,0.1
36351174,0.12
36450859,0.08
36410231,0.04
36421184,0.15
571851,0.13
36321387,0.22
36261284,0.17
36261285,0.04
36251197,0.23
36301331,0.44
36450853,0.5
36381279,0.15
36321312,0.25
36450845,0.42
36251179,0.27
36261222,0.12
36490759,0.02
35793422,0.08
36261263,0.47
36331195,0.32
36381232,0.13
36441178,0.09
36411263,0.19
36391197,0.4
36261249,0.1
36201045,0.15
36490757,0.08
36391213,0.27
36371159,0.24
36340974,0.09
36281218,0.19
36241144,0.29
34353151,0.11
36490692,0.06
36221281,0.14
36450784,0.34
36421049,0.23
36128265,0.26
36261215,0.13
36391141,0.32
36301235,0.11
36450812,0.18
36381174,0.19
36341128,0.44
36281131,0.07
36251076,0.03
36331117,0.44
34492754,0.05
36500217,0.18
36500236,0.61
36341091,0.41
36341063,0.17
36301211,0.14
36251063,0.35
36321206,0.32
36351037,0.29
36250798,0.56
36261156,0.13
36421093,0.24
36301208,0.2
36221195,0.11
36450690,0.26
36221159,0.08
36490597,0.05
35969407,0.47
36321199,0.15
36341026,0.16
36169516,0.1
