"PID","Sale_Price"
528315070,286362.925821561
528327010,407461.301095781
528348010,256916.212010489
528363070,332352.053925559
528366040,335189.748577566
528429130,275644.662552671
528439030,226405.361964494
528477010,392570.798445796
528480100,198058.79985895
528480110,192478.904804088
528488110,195676.840617812
528488120,194551.27778762
531367010,196428.331487776
531375100,170698.919216428
531451290,186240.401842658
531478010,117114.131568838
532351150,130135.187120979
532378050,130690.77489586
532378160,133865.134664724
533128090,280323.945001875
533208050,206424.631684011
533221080,171292.87653951
533241010,189889.211139689
533242030,229839.818496344
533250130,247239.106073567
533252020,173236.240253907
533350050,329354.932142762
534127190,263109.67964571
534129230,163592.875754566
534175100,168437.695443495
534176250,142150.641919227
534201130,126312.103054451
534201230,129649.833249935
534201300,127987.007058456
534202020,130190.692311601
534400120,181542.383470206
534403280,156164.058211731
534429130,152693.204487673
534453150,123092.059153429
534475160,157555.996384271
534479240,143963.730935204
535103070,156844.464615448
535125060,220407.083300749
535150240,108956.634986579
535152280,141245.611210482
535301150,147249.414890889
535303050,149356.920374537
535304020,142029.415338176
535325130,122164.435581967
535325350,134033.456810235
535353180,185440.826782127
535375040,89829.1887535952
535376090,117727.024561963
535380130,119147.058478308
535402070,139984.022790046
535402220,173970.525242062
535403040,108946.15849939
535403200,120797.164280717
535450100,146076.264612983
535451190,113113.708921532
535454060,82004.6856121475
535456020,147898.057043764
535478070,138543.735616863
535478090,111707.166993413
902101050,145726.74665341
902110130,98745.2777487415
902206090,120944.015306483
902207080,125394.697772456
902301120,136153.565422547
902325050,156713.28853093
902325100,165899.416906116
902325160,94677.0591665741
902328100,144593.883404727
902400110,335282.72376014
902406030,114189.206198368
903202120,130991.856014374
903229040,126744.475464819
903232170,78424.1379558254
903234030,124475.332398834
903451050,106698.066712797
903455090,130144.994734038
904100170,137815.015203149
905101330,104631.132583613
905103130,152761.483378763
905103140,159993.721212541
905103180,135758.608302884
905106210,137605.697313982
905107300,158009.294026945
905108090,155953.119567016
905200340,170639.96017313
905202190,226770.936319948
905426100,190186.127678219
905427010,174468.421103978
905452150,129687.858478827
905475150,127771.979337327
906225180,216112.938801819
906380170,201238.927886915
906380180,197055.144285662
906394040,231751.815642359
906475050,166477.530568465
907125020,136797.943499533
907175030,216442.317055184
907181090,198940.991004689
907201230,169158.478964503
907252050,204598.000691861
907254050,204724.927019696
907255050,271858.563283705
907265030,224650.366629787
907285100,234253.446193286
907290020,250017.069556817
907290160,136053.69123994
907290260,262953.8767734
907412010,191621.378392073
907418020,173413.364114451
908102320,145669.082515736
908186070,145875.983998522
908186090,139304.85263222
908188130,131569.135083876
908188140,137969.534458916
908225180,98902.4547328986
908275290,124283.067873597
909101330,47695.0023806932
909131125,137843.025288437
909175030,145135.74949848
909254070,165953.405460896
909276070,173128.87217929
909281010,222151.066557302
909282060,203755.284541147
909475020,235489.438776844
910203230,79370.1545977863
911175360,101141.177437458
911175430,49607.3713662185
914452060,144740.202670214
916326010,227142.654884348
916403020,198319.775596345
923225190,107565.74180124
923225510,132543.731932307
923226180,79393.1555335499
923226290,81870.9792700347
923228260,88296.0223490429
923276100,130120.076557528
