new_id,prob
1840,0.29
1841,0.66
1842,0.34
1843,0.8
1844,0.06
1850,0.19
1852,0.02
1853,0.85
1856,0.05
1858,0.74
1859,0.11
1861,0.74
1863,0.05
1865,0.43
1869,0.98
1872,0.01
1873,0.9
1876,0.49
1877,0.04
1879,0.93
1880,0.12
1881,0.42
1882,0.06
1883,0.76
1884,0.98
1885,0.9
1886,0.7
1889,0.34
1892,0.96
1894,0.35
1896,0.67
1899,0.85
1900,0.03
1905,0.03
1908,0.12
1909,0.82
1911,0.92
1915,0.34
1918,0.18
1919,0.02
1923,0.42
1925,0.87
1928,0.45
1929,0.32
1931,0
1932,0.14
1933,0.63
1934,0.24
1935,0.74
1937,0
1941,0.35
1942,0.11
1943,0.32
1945,0.41
1946,0.08
1949,0.6
1951,0.82
1953,0.68
1955,0.38
1958,0.41
1959,0.84
1960,0.67
1961,0.05
1962,0.22
1963,0.4
1965,0.85
1971,0.49
1972,0.3
1973,0.05
1974,0.9
1976,0.14
1977,0.43
1978,0.92
1979,0.89
1983,0.26
1985,0.92
1986,0.67
1987,0.41
1988,0.78
1989,0.08
1990,0.4
1991,1
1992,0.16
1997,0.84
1998,0.13
2000,0.94
2002,0.69
2004,0.17
2010,0.12
2012,0.16
2016,0.89
2017,0.94
2018,0.19
2020,0.39
2021,0.1
2022,0.03
2025,0.24
2027,0.01
2030,0
2037,0.24
2040,0.15
2041,0.88
2042,0.12
2043,0.22
2045,0.36
2046,0.13
2048,0.18
2050,0.84
2056,0.94
2060,0.34
2061,0.21
2062,0.33
2065,0.07
2068,0.08
2069,0.18
2070,0.36
2071,0.75
2073,0.92
2074,0.29
2076,0.98
2077,0.98
2078,0.23
2081,0.28
2085,0.73
2088,0.46
2089,0.33
2094,0.71
2095,0.12
2096,0.12
2098,0.21
2099,0.76
2100,0.01
2104,0.85
2105,0.1
2109,0.48
2111,0.97
2115,0.17
2118,0.38
2123,0.58
2124,0.96
2126,0.37
2133,0.65
2135,0.94
2136,0.21
2137,0.92
2139,0.94
2142,0.7
2145,0.07
2146,0.69
2147,0.86
2149,0.65
2155,0.89
2156,0.28
2159,0.85
2167,0.41
2168,0
2169,0.89
2170,0.23
2171,0.79
2172,0.42
2173,0.9
2174,0.93
2178,0.94
2180,0.31
2183,0.7
2185,0.28
2186,0
2188,0.99
2189,0.86
2191,0.91
2194,0.07
2195,0.14
2196,0.03
2197,0.55
2199,0.55
2201,0.38
2202,0.37
2204,0.42
2207,0.56
2209,0.5
2217,0.79
2218,0.99
2219,0.8
2222,1
2225,0.2
2229,0.83
2233,0.84
2234,0.94
2235,0.94
2236,0.01
2237,0.84
2238,0.05
2239,0.09
2240,0.18
2241,0.14
2243,0.79
2244,0.06
2245,0.9
2248,0.62
2250,0.3
2252,0.41
2253,0.26
2255,0.16
2256,0.93
2258,0.22
2259,0.97
2260,0.92
2262,0.21
2266,0.99
2272,0.96
2273,0.85
2274,0.09
2275,0.25
2278,0.49
2279,0.87
2284,0.54
2285,0.5
2288,0
2289,0.75
2290,0.79
2291,0.66
2292,0.92
2293,0.44
2294,0.87
2295,0.42
2296,0.32
2304,0.99
2305,0.09
2307,0.22
2308,0.4
2309,0.77
2310,0.03
2316,0.86
2318,0.43
2321,0.24
2322,0.51
2323,0.49
2325,0.94
2329,0.02
2332,0.7
2333,0.04
2334,0.7
2335,0.08
2336,0.76
2337,0.96
2339,0.34
2342,0.97
2343,0.77
2345,0.43
2346,0.85
2347,0.86
2349,0.9
2350,0.73
2352,0.18
2353,0.91
2354,0.12
2356,0.71
2357,0.86
2359,0.01
2360,0.31
2362,0.97
2363,0.65
2364,0.27
2367,0.76
2370,0.39
2372,0.01
2373,0.7
2377,0.81
2379,0.52
2382,0.09
2386,0.89
2388,0.66
2389,0.82
2390,0.87
2393,0.78
2396,0.45
2400,0.11
2401,0.96
2402,0.3
2403,0.6
2405,0.73
2407,0.16
2414,0.7
2417,0.28
2422,0.62
2423,0.83
2424,0.96
2425,0.55
2428,0.74
2429,0.85
2430,0.06
2431,0.35
2432,0.3
2433,0.25
2434,0.01
2435,0.31
2436,0.49
2437,0.1
2440,0.1
2442,0.05
2443,0.44
2444,0.93
2450,0.73
2454,0.59
2457,0.89
2460,0.01
2463,0.85
2465,0.36
2468,0.18
2469,0.83
2470,0.4
2471,0.4
2472,0.11
2473,0.42
2475,0.31
2478,0.94
2479,0.36
2481,0.57
2483,0.1
2484,0.45
2488,0.85
2491,0.54
2494,0
2496,0.68
2498,0.61
2499,0.21
2501,0.86
2504,0.51
2506,0.79
2508,0.39
2509,0.74
2511,0.18
2512,0.93
2514,0.88
2516,0.96
2517,0.62
2519,0.88
2520,0.67
2521,0
2522,0.71
2524,0.77
2525,0.55
2527,0.73
2528,0.08
2529,0.78
2532,0.59
2533,0.31
2534,0.89
2536,0.7
2537,0.89
2538,0.11
2539,0.05
2541,0.03
2544,0.18
2545,0.2
2547,0.73
2548,0.97
2550,0.63
2553,0
2558,0.98
2559,0.03
2561,0.74
2563,0.8
2568,0.89
2569,0.1
2572,0.11
2573,0.23
2575,0.78
2576,0.73
2581,0.61
2582,0.15
2583,0.88
2584,0.04
2587,0.32
2591,0.81
2593,0.99
2594,0.95
2599,0.82
2602,0.93
2605,0.54
2606,0.97
2607,0
2608,0.01
2615,0.54
2617,0.3
2619,0.71
2621,0.24
2622,0.85
2623,0.06
2624,0.1
2625,0.69
2626,0.25
2629,0.12
2630,0.06
2631,0.08
2632,0.54
2634,0.54
2635,0.04
2637,0.04
2639,0.67
2640,0.46
2644,0.18
2648,0.05
2650,0.76
2651,0.08
2652,0.96
2656,0.25
2657,0.87
2659,0.42
2660,0.33
2661,0.19
2664,0.1
2665,0.2
2671,0.45
2672,0.97
2673,0.05
2674,0.54
2675,0
2676,0.92
2677,0.35
2678,0.14
2680,0.03
2683,0.96
2689,0.64
2690,0.75
2691,0.8
2694,1
2695,0.84
2698,0.2
2700,0.06
2701,0.65
2704,0.71
2705,0.87
2708,0.1
2709,0.95
2710,0.19
2714,0.7
2716,0.11
2717,0.95
2721,0.53
2722,0.78
2724,0.94
2726,0.76
2729,0.68
2730,0.88
2733,0.21
2734,0.39
2737,0.53
2739,0.82
2740,0.72
2741,0.11
2744,0.23
2745,0.95
2747,0.02
2751,0.92
2753,0.85
2756,0.1
2759,0.98
2763,0.56
2764,0.24
2770,0.58
2772,0.2
2774,0.15
2776,0.97
2777,0.92
2778,0.84
2779,0.25
2780,0.6
2781,0.38
2784,0.99
2785,0.18
2786,0.01
2791,0.85
2800,0.67
2801,0.54
2802,0.2
2803,0.1
2804,0.64
2807,0.84
2810,0.39
2812,0.7
2813,0.69
2815,0.86
2816,0.73
2817,0.12
2819,0.89
2822,0.15
2824,0.04
2833,0.98
2835,0.33
2837,0.63
2842,0.96
2843,0.16
2846,0.02
2847,0.82
2848,0.31
2852,0.28
2855,0.54
2863,0.44
2867,0.86
2868,0.9
2869,0.03
2870,0.75
2875,0.4
2876,0.04
2877,0.7
2880,0.27
2883,0.01
2884,0.88
2886,0.85
2887,0.6
2891,0.98
2892,0.92
2893,0.36
2894,0
2895,0.86
2896,0.87
2900,0.85
2902,0.48
2904,0.83
2905,0.5
2907,0.68
2908,0.02
2909,0.95
2910,0.5
2911,0.31
2912,0.95
2914,0.09
2915,0.89
2916,0.24
2917,0.18
2919,0.22
2924,0.55
2927,0.38
2929,0.88
2930,0.44
2931,0.91
2936,0.05
2939,0.89
2945,0.08
2946,0.12
2948,0.82
2951,0.8
2954,0.6
2955,0.71
2956,0.98
2959,0.27
2962,0.21
2964,0.83
2965,0.82
2967,0.09
2968,0.82
2974,0.52
2977,0.8
2978,0
2980,0.05
2981,0.67
2983,0.48
2984,0.92
2986,0.74
2987,0.99
2989,0.4
2990,0.98
2991,0.96
2993,0.67
2995,1
2997,0.1
2999,0.52
3000,0.84
3001,0.06
3003,0.74
3005,0.57
3007,0.18
3008,0.69
3009,0.08
3013,0.94
3014,0.26
3018,0.06
3021,0.13
3022,0.42
3025,0.77
3027,0.33
3028,0.55
3029,0.87
3030,0.56
3033,0.73
3035,0.64
3036,0.02
3037,0.1
3038,0.01
3040,0.92
3041,0.63
3046,0.72
3052,0.67
3053,0.33
3054,0.8
3055,0.05
3056,0.05
3058,0.94
3059,0.9
3060,0.65
3061,0.16
3062,0.03
3066,0.64
3067,0.06
3068,0.7
3072,0.59
3073,0.99
3077,0.91
3079,0.19
3080,0.13
3081,0
3085,0.21
3092,0.26
3093,0.12
3095,0.96
3096,0.34
3097,0.68
3099,0.01
3100,0.01
3101,0.21
3102,0.33
3105,0.07
3106,0.85
3107,0.82
3108,0.05
3109,0.87
3110,0
3115,0.01
3116,0.16
3117,0.98
3118,0.61
3121,0.69
3125,0.61
3126,0.72
3130,0.18
3131,0.37
3132,0.64
3133,0.93
3136,0.92
3139,0.95
3147,0.78
3148,0.74
3150,0.97
3153,0.28
3154,0.29
3157,0.58
3161,0.89
3162,0.04
3163,0.73
3164,0.62
3166,0.02
3169,0.39
3171,0.65
3177,0.99
3181,0.93
3183,0.07
3188,0.07
3189,0.88
3195,0.6
3196,0.14
3197,0.8
3199,1
3200,0.99
3202,0.92
3208,0.2
3210,0.05
3211,0.09
3214,0.53
3215,0.26
3217,0.24
3219,0.72
3221,0.18
3224,0.57
3225,0.83
3228,0.33
3230,0.03
3231,0.96
3240,0.06
3242,0.13
3247,0.47
3248,0.64
3252,0.31
3255,0.91
3257,0.05
3258,0.23
3259,0.38
3263,0.88
3265,0.61
3266,0.59
3270,0.23
3271,0.12
3275,0.26
3276,0.99
3277,0.07
3278,0.7
3282,0.97
3284,0
3288,0.45
3289,0.02
3290,0.85
3291,0.51
3292,0.14
3293,0.01
3294,0.28
3295,0.04
3297,0.03
3298,0.24
3299,0.23
3300,0.77
3302,0.71
3303,0.88
3305,0.31
3306,0.32
3307,0.11
3308,0.06
3309,0.99
3311,0.75
3312,1
3317,0.98
3318,0.62
3322,0.59
3323,0.67
3325,0.1
3326,0.13
3328,0.44
3330,0.03
3333,0.01
3336,0.91
3337,0.07
3341,0.83
3343,0.85
3346,0.98
3348,0.01
3350,0.05
3352,0.02
3353,0.85
3358,0.46
3359,0.91
3362,0.69
3364,0.56
3366,0.76
3367,0.42
3369,0.58
3370,0.01
3371,0.98
3372,0.01
3373,0.06
3374,0.74
3381,0.02
3382,0.88
3383,0.4
3384,0.14
3386,0.16
3388,0.45
3389,0.1
3393,0.66
3398,0.6
3403,0.72
3404,0.82
3405,0.48
3406,0.1
3408,0.79
3409,0.59
3410,0.14
3413,0.75
3414,0.79
3416,0.55
3419,0.62
3420,0.03
3422,0.71
3424,0.04
3425,0.64
3426,0.65
3428,0.24
3430,0.75
3431,0.84
3432,0.05
3433,0.58
3434,0.35
3435,0.03
3436,0.61
3440,0.21
3441,0.81
3442,0.31
3443,0.83
3446,0.42
3448,0.04
3452,0.84
3455,0.19
3456,0.03
3457,0.07
3458,0.01
3460,0.24
3462,0.02
3464,0.61
3466,0.04
3470,0.15
3472,0.06
3473,0.04
3474,0.88
3477,0.38
3478,0.86
3479,0.17
3480,0.46
3486,0.52
3491,0.02
3492,0.97
3495,0.66
3496,0.91
3497,0.04
3499,0.1
3503,0.27
3506,0.27
3508,0.01
3509,0.51
3510,0.69
3511,0.24
3512,0.8
3515,0.69
3518,0.56
3521,0.74
3524,0.18
3525,0.76
3527,0.56
3536,0.55
3538,0.95
3539,0.05
3544,0.88
3546,0.12
3549,0.07
3550,0.05
3551,0.85
3552,0.84
3553,0.99
3554,0.44
3555,0.17
3556,0.89
3559,0.48
3561,0.99
3564,0.72
3565,0.28
3567,0.01
3569,0.06
3570,0.41
3573,0.81
3575,0.05
3579,0.87
3581,0.01
3583,0.06
3585,0.1
3588,0.3
3591,0.18
3594,0.64
3596,0.9
3605,0.83
3607,0.43
3609,0.02
3615,0.32
3616,0.91
3617,0.81
3620,0.98
3623,0.39
3624,0.9
3625,0.07
3626,0.74
3627,0.94
3630,0.01
3631,0.66
3634,0.63
3635,0.96
3637,0.55
3640,0.29
3641,0.23
3642,0.95
3644,0.01
3646,0.17
3654,0.96
3656,0.83
3657,0.72
3659,0.54
3664,0.09
3667,0.94
3668,0.23
3671,0.67
3672,0.84
3674,0.85
3680,0.99
3681,0.22
3682,0.89
3684,0.89
3685,0.76
3687,1
3688,0.47
3690,0.1
3693,0.23
3694,0.02
3695,0.92
3698,0.39
3699,0.55
3700,0.6
3701,0.57
3702,0.64
3705,0.1
3707,0.3
3708,0.96
3713,0.08
3716,0.55
3721,0.36
3723,0
3724,0.3
3725,0.8
3726,1
3727,0.17
3728,0.78
3729,0.74
3730,0.51
3733,0.97
3737,0.79
3740,0.62
3741,0.19
3742,0.02
3744,0.1
3745,0.9
3746,0.36
3748,0.31
3749,0.88
3753,0.48
3754,0.89
3758,0.9
3759,0.61
3760,0.57
3761,1
3763,0.55
3764,0.37
3765,0.15
3768,0.41
3770,0.85
3771,0.78
3780,0.02
3781,0.32
3783,0.62
3784,0.58
3789,0.91
3790,0.74
3791,0.87
3796,0.37
3797,0.64
3799,0.11
3804,0.58
3805,0.15
3807,0.73
3809,0.23
3812,0.27
3816,0.91
3817,0.7
3819,0.65
3820,0.9
3822,0.05
3824,0.08
3831,0.2
3833,0.15
3837,0.58
3839,0.5
3841,0.72
3842,0.27
3847,0.69
3848,0.99
3852,0.79
3853,0.26
3855,0.07
3857,0.92
3858,0.44
3859,0.43
3861,0.51
3862,0.88
3863,0.15
3866,0.35
3869,0.66
3875,0.39
3876,0.23
3877,0
3878,0.92
3881,0.04
3882,0.06
3883,0.9
3885,0.53
3887,0.31
3889,0.02
3891,0
3893,0.07
3894,0.23
3895,0.29
3896,0.79
3899,0.09
3900,0.2
3904,0.78
3906,0.06
3907,0.84
3909,0.96
3910,0.53
3912,0.03
3914,0.1
3915,0.81
3916,0.93
3919,0.94
3921,0.9
3923,0.41
3925,0.72
3927,0.55
3928,0.85
3929,0.49
3934,0.63
3939,0.16
3942,0.28
3943,0.78
3944,0.26
3947,0.17
3949,1
3951,0.85
3952,0.02
3954,0.02
3955,0.26
3957,0.93
3958,0.76
3959,0.91
3962,0.94
3963,0.89
3964,0.51
3969,0.13
3971,0.92
3972,0.13
3974,0.22
3975,0.61
3978,0.79
3979,0.06
3980,0.81
3983,0.51
3985,0.12
3986,0.39
3987,0.05
3989,0.28
3991,0.86
3992,0.05
3993,0.82
3996,0.03
3999,0.82
4001,0.19
4002,0.02
4003,0.58
4004,0.48
4005,0.44
4006,0.66
4007,0.96
4008,0.74
4012,0.03
4013,0.61
4019,0.16
4021,0.83
4024,0
4025,0.27
4029,0.44
4031,0.02
4032,0.04
4033,0.13
4034,0.4
4035,0.68
4038,0.4
4040,0
4042,0.71
4043,0.59
4047,0.39
4051,0.79
4054,0.51
4058,0.71
4067,0.93
4068,0.06
4069,0.93
4070,0.43
4072,0.04
4075,0.47
4076,0.87
4077,0.94
4078,0.91
4079,0.02
4080,0
4081,0.69
4082,0.66
4084,0.88
4090,0.37
4092,0.01
4093,0.65
4094,0.61
4096,0.79
4099,0.86
4100,0.37
4103,0.49
4104,0.87
4109,0.61
4113,0.13
4114,0.41
4115,0.71
4116,0.74
4117,0.99
4118,0.31
4122,0.95
4125,0.05
4128,0.46
4132,0.68
4134,0.03
4135,0.66
4138,0.84
4143,0.56
4145,0.79
4146,0.23
4147,0.92
4148,0.41
4150,0.98
4156,0.63
4157,0.61
4158,0.35
4164,0.89
4165,0.84
4167,0.05
4169,0.96
4170,0.77
4174,0.27
4175,1
4176,0.67
4180,0.98
4181,0.95
4183,0.38
4185,0
4186,0.02
4190,0.88
4192,0.85
4194,0
4197,0.01
4199,0.17
4200,0.77
4201,0.36
4202,0.85
4204,0.01
4205,0.19
4208,0.04
4209,0.4
4210,0.93
4212,0.1
4214,0.4
4217,0.02
4218,0.76
4227,0.73
4233,0.05
4236,0.91
4237,0.04
4238,0.48
4240,0.39
4241,0.45
4242,0.19
4243,0.61
4244,0.6
4246,0.18
4247,0.16
4250,0.93
4252,0.32
4253,0.38
4255,0.64
4260,0.76
4262,0.77
4263,0.13
4264,0.75
4268,0.77
4272,0.93
4274,0.77
4275,0.83
4276,1
4277,0.89
4280,0.19
4282,0.95
4284,0.41
4287,0.39
4289,0.57
4291,0.04
4292,0.89
4293,0.87
4297,0.79
4298,0.05
4299,0.3
