new_id,prob
1073,0.02
1074,0.55
1075,0.06
1084,0.38
1088,0.82
1089,0.77
1090,0.02
1097,0.02
1098,0.03
1099,0.23
1100,0.63
1101,0.26
1102,0.59
1103,0.54
1104,0.8
1106,0.91
1109,0.09
1110,0.86
1111,0.29
1113,0
1116,0.13
1122,0.58
1125,0.68
1127,0.94
1128,0.63
1129,0.79
1134,0.86
1136,0.1
1137,0.29
1138,0.12
1139,0.6
1140,0.74
1141,0.44
1146,0.89
1147,0.21
1148,0.22
1149,0.4
1152,0.24
1153,0.17
1154,0.87
1155,0.11
1156,0.18
1158,0.95
1160,0.24
1161,0.92
1162,0.7
1163,0.26
1165,0.1
1169,0.9
1172,0.84
1173,0.57
1175,0.67
1178,0.04
1180,0.67
1182,0.68
1186,0.89
1188,0.82
1190,0.73
1193,0.64
1194,0.88
1195,0.6
1196,0.61
1198,0.1
1200,0.17
1201,0.49
1203,0.95
1206,0.98
1207,0.3
1208,0.29
1211,0.08
1213,0.78
1215,0.29
1216,0.79
1217,0.09
1218,0.4
1220,0.72
1222,0.85
1223,0.62
1224,0.59
1227,0.07
1231,0.68
1233,0.89
1234,0.63
1236,0.2
1237,0.52
1238,0.26
1240,0.77
1247,0.97
1250,0.66
1251,0.3
1252,0.25
1255,0.03
1256,0.23
1259,0.74
1260,0.89
1261,0.01
1262,0.61
1264,0.26
1265,0.46
1266,0.26
1271,0.37
1273,0
1275,0.21
1276,0.86
1277,0.1
1279,0.79
1280,0.09
1282,0.69
1284,0.97
1285,0.98
1286,0.97
1289,0.86
1292,0.23
1295,0.88
1299,0.93
1301,0.78
1302,0.04
1303,0.11
1305,0.09
1307,0.68
1308,0.93
1309,0.21
1312,0.01
1314,0.34
1317,0.27
1318,0.1
1319,0.19
1321,0.79
1322,0.35
1324,0.18
1326,0.28
1327,0.42
1332,0.81
1333,0.94
1337,0.98
1340,0.66
1342,0.27
1343,0.5
1344,0.33
1345,0.82
1348,0.96
1349,0.2
1351,0.21
1353,0.03
1357,0.59
1362,0.67
1363,0.54
1365,0.04
1369,0
1370,0.02
1372,0.58
1374,0.39
1375,0.37
1378,0.68
1382,0.93
1384,0.61
1386,0.84
1387,0.45
1388,0.27
1389,0.04
1390,0.11
1391,0.81
1393,0.59
1394,0.88
1395,0.84
1397,0.22
1398,0.45
1399,0.76
1401,0.12
1403,0.72
1404,0.83
1405,0.9
1406,0.5
1408,0.96
1410,0.14
1418,0.19
1420,0.88
1422,0.13
1425,0.58
1427,0.07
1428,0.21
1431,0.23
1433,0.19
1435,0.49
1436,0.66
1437,0.89
1439,0.52
1440,0.73
1441,0.5
1442,0.64
1445,0.43
1454,0.78
1455,0.59
1456,0.09
1457,0.88
1458,0.76
1459,0.05
1460,0.29
1465,0.12
1466,0.36
1467,0.57
1468,0.9
1472,0.97
1473,0.97
1474,0.76
1476,0.78
1477,0.29
1480,0.61
1481,0.55
1484,0.66
1486,0.06
1487,0.28
1491,0.46
1493,0.98
1499,0.94
1503,0.28
1505,0.79
1507,0.75
1514,0.16
1516,0.77
1517,0.84
1518,0.73
1520,0.79
1521,0.27
1522,0.47
1523,0.75
1525,0.4
1528,0.58
1530,0.32
1532,0.46
1533,0.82
1534,0.46
1536,0.97
1538,0.01
1541,0.34
1542,0.43
1543,0.79
1546,0.98
1548,0.94
1550,0.46
1552,0.04
1553,0.67
1554,0.85
1556,0.92
1560,0.84
1561,0.25
1562,0.35
1565,0.96
1566,0.65
1568,0.02
1569,0.83
1573,0.01
1576,0.19
1582,0.95
1583,0.65
1585,0.92
1591,0.81
1593,0.77
1595,0.81
1596,0.97
1597,0.95
1602,0.01
1603,0.35
1604,0.69
1607,0.88
1609,0.52
1611,0.65
1619,0.75
1623,0.95
1626,0.72
1627,0.04
1629,0.52
1632,0.12
1638,0.96
1640,0.52
1641,0
1642,0.11
1643,0.03
1644,0.07
1646,0.49
1647,0.54
1649,0.55
1651,0.81
1653,0.78
1654,0.76
1656,0.51
1657,0.3
1660,0.92
1661,0.23
1664,0.56
1665,0.14
1669,0.73
1670,0.73
1671,0.15
1676,0.27
1677,0.96
1679,0.72
1681,0.08
1683,0.07
1685,0.04
1686,0.88
1687,0.21
1688,0
1689,0.04
1692,0.17
1693,0.94
1695,0.36
1697,0.02
1700,0.03
1701,0.01
1704,0.86
1706,0.49
1708,0.89
1709,0.5
1710,0.83
1711,0.77
1712,0.68
1713,0.56
1714,0.93
1715,0.27
1718,0.19
1719,0.12
1721,0.03
1725,0.35
1727,1
1728,0
1730,0.43
1733,0.78
1735,0.17
1737,0.04
1742,0.13
1743,0.2
1745,0.79
1748,0.14
1754,0.79
1758,0.16
1760,0.92
1762,0.18
1763,0.66
1765,0.58
1768,0.65
1772,0.75
1773,0.65
1775,0.56
1776,0.22
1778,0.72
1780,0.84
1783,0.45
1784,0.76
1785,0.48
1788,0.59
1789,0.04
1791,0.94
1792,0.7
1794,0.11
1797,0.37
1798,0.01
1802,0.93
1803,0.17
1806,0.4
1807,0.85
1808,0.22
1810,0.08
1813,0.87
1817,0.28
1820,0.84
1824,0.11
1827,0.01
1829,0.89
1830,0.37
1831,0.13
1837,0.9
1838,0.48
1839,0.79
1840,0.27
1841,0.71
1843,0.79
1845,0.9
1846,0.53
1847,0.68
1856,0.06
1858,0.73
1864,0.07
1866,0.94
1867,0.59
1868,0.52
1871,0.08
1872,0.03
1873,0.87
1874,0.13
1875,0.82
1877,0.08
1878,0.13
1880,0.15
1886,0.69
1888,0.44
1891,0.52
1893,0.88
1895,0.11
1901,0.62
1902,0.43
1904,0.76
1906,0.33
1907,0
1908,0.13
1909,0.78
1913,0.84
1915,0.35
1916,0.04
1917,0.19
1922,0.95
1923,0.55
1926,0.95
1928,0.52
1929,0.36
1930,0.23
1935,0.73
1941,0.38
1942,0.12
1943,0.4
1944,0
1946,0.1
1948,0.65
1950,0.1
1951,0.82
1956,0.01
1957,0.9
1958,0.45
1959,0.82
1961,0.07
1962,0.36
1965,0.86
1968,0.95
1973,0.07
1976,0.17
1978,0.91
1980,0.8
1981,0.79
1982,0.46
1985,0.92
1990,0.4
1991,1
1992,0.26
1994,0.57
1999,0.79
2000,0.92
2003,0.93
2008,0.83
2011,0.17
2013,0.7
2014,0.48
2015,0.69
2019,0.95
2020,0.44
2021,0.13
2022,0.05
2023,0.29
2024,0.37
2025,0.22
2026,0.8
2030,0
2033,0.56
2037,0.28
2038,0.18
2039,0.88
2040,0.18
2042,0.14
2043,0.22
2044,0.62
2046,0.12
2047,0.4
2050,0.79
2051,0.2
2052,0.05
2054,0.79
2057,0.57
2058,0.71
2059,0.45
2061,0.25
2063,0.32
2066,0.85
2069,0.24
2074,0.3
2075,0.17
2077,0.97
2079,0.13
2080,0.02
2081,0.32
2083,0.71
2084,0.88
2089,0.35
2091,0.38
2093,0.34
2094,0.7
2095,0.15
2096,0.18
2098,0.27
2104,0.87
2106,0.24
2107,0.18
2108,0.99
2109,0.43
2110,0.84
2111,0.96
2114,0.19
2115,0.2
2116,0.82
2118,0.38
2120,0.79
2127,0.82
2129,0.1
2131,0.16
2133,0.63
2136,0.26
2137,0.91
2141,0.54
2142,0.68
2144,0.46
2145,0.11
2146,0.68
2153,0.59
2157,0.79
2160,0.68
2161,0.89
2162,0.85
2169,0.88
2170,0.28
2174,0.91
2176,0.01
2177,0.65
2183,0.67
2184,0.93
2185,0.34
2187,0.99
2189,0.85
2190,0.43
2192,0.19
2193,0.7
2195,0.15
2196,0.03
2197,0.55
2203,0.18
2204,0.45
2210,0.7
2213,0.99
2214,0.35
2215,0.09
2220,0.9
2222,1
2223,0.14
2224,0.32
2228,0.96
2230,0.46
2233,0.79
2235,0.94
2236,0.02
2237,0.81
2239,0.12
2240,0.21
2241,0.13
2243,0.79
2245,0.9
2249,0.55
2251,0.35
2253,0.29
2257,0.02
2258,0.21
2259,0.96
2260,0.9
2264,0.5
2265,0.26
2270,0.55
2271,0.12
2273,0.78
2274,0.1
2275,0.32
2276,0.15
2277,0.81
2278,0.5
2279,0.88
2280,0.36
2289,0.75
2290,0.74
2293,0.44
2294,0.81
2295,0.39
2296,0.44
2300,0.82
2302,0.91
2304,0.99
2305,0.14
2306,0.61
2308,0.39
2311,0.24
2312,0.69
2316,0.83
2317,0.59
2318,0.44
2319,0.86
2320,0.68
2322,0.48
2323,0.47
2327,0.58
2329,0.05
2330,0.01
2331,0.96
2335,0.11
2336,0.74
2339,0.33
2340,0.43
2341,0.17
2342,0.95
2343,0.73
2345,0.41
2350,0.7
2351,0.64
2354,0.1
2356,0.67
2360,0.32
2363,0.62
2364,0.29
2365,0.04
2366,0.12
2367,0.74
2369,0.23
2370,0.4
2371,0.49
2376,0.05
2378,0.51
2383,0.6
2386,0.88
2387,0.18
2388,0.66
2392,0.82
2393,0.75
2396,0.8
2398,0.04
2406,0.91
2408,0.1
2410,0.8
2413,0.98
2415,0.95
2418,0.26
2421,0.93
2422,0.46
2424,0.95
2426,0.94
2427,0.33
2430,0.09
2432,0.3
2433,0.3
2434,0.01
2435,0.34
2436,0.45
2437,0.12
2438,0.22
2439,0.28
2440,0.11
2441,0.72
2444,0.89
2446,0.7
2447,0.73
2449,0.77
2451,0.12
2456,0.01
2460,0.01
2462,0.73
2463,0.81
2465,0.32
2468,0.18
2469,0.77
2470,0.4
2471,0.42
2472,0.14
2473,0.41
2476,0.06
2478,0.92
2479,0.35
2480,0.11
2481,0.51
2482,0.06
2483,0.12
2484,0.47
2486,0.95
2487,0.01
2489,0.93
2490,0.03
2494,0
2496,0.67
2499,0.22
2500,0.13
2501,0.77
2502,0.19
2504,0.68
2505,0.38
2506,0.79
2508,0.4
2511,0.18
2513,0.75
2514,0.86
2516,0.95
2517,0.56
2518,0.95
2521,0.01
2522,0.71
2525,0.51
2526,0.67
2527,0.71
2528,0.06
2529,0.79
2531,0.73
2535,0.87
2538,0.14
2542,0.83
2543,0.78
2546,0.6
2548,0.94
2549,0.04
2550,0.62
2552,0.92
2553,0
2554,0.47
2555,0.94
2556,0.57
2559,0.05
2560,0.35
2561,0.73
2563,0.78
2565,0.94
2566,0.88
2567,0.2
2568,0.88
2569,0.12
2570,0.48
2573,0.27
2576,0.73
2580,0.69
2582,0.17
2583,0.84
2585,0.61
2586,0.73
2587,0.25
2588,0.05
2590,0.91
2591,0.79
2594,0.93
2595,0.03
2596,0.45
2598,0.08
2602,0.92
2603,0.06
2604,0
2605,0.53
2606,0.96
2607,0
2608,0.01
2609,0.32
2610,0.74
2614,0.13
2615,0.53
2618,0.59
2624,0.15
2629,0.12
2631,0.11
2632,0.56
2633,0.89
2635,0.08
2636,0.76
2637,0.03
2638,0.95
2639,0.63
2645,0.09
2647,0.8
2649,0.74
2650,0.75
2654,0.71
2657,0.88
2659,0.39
2660,0.34
2661,0.23
2662,0.81
2664,0.14
2665,0.24
2668,0.23
2669,0.65
2670,0.76
2674,0.55
2675,0
2676,0.9
2678,0.15
2679,0.56
2682,0.94
2684,0.78
2685,0.05
2686,0.64
2690,0.69
2691,0.78
2693,0.3
2694,1
2696,0.58
2697,0.34
2698,0.27
2700,0.08
2701,0.65
2704,0.66
2705,0.84
2707,0.02
2712,0.3
2713,0.6
2714,0.63
2715,0.6
2716,0.14
2717,0.93
2718,0.34
2719,0.01
2722,0.77
2724,0.91
2727,0.95
2729,0.73
2731,0.01
2735,0.97
2737,0.52
2738,0.24
2739,0.79
2740,0.74
2741,0.14
2743,0.87
2744,0.25
2747,0.03
2749,0.78
2750,0.23
2751,0.89
2752,0.24
2753,0.8
2756,0.12
2758,0.09
2761,0.91
2762,0.57
2763,0.57
2764,0.25
2765,0.89
2766,0.67
2767,0.69
2769,0.11
2770,0.58
2771,0.63
2778,0.81
2779,0.25
2780,0.58
2781,0.41
2783,0.43
2787,0.12
2789,0.27
2793,0.67
2795,0.08
2796,0.71
2797,0.57
2798,0.08
2799,0.74
2800,0.68
2802,0.26
2804,0.65
2805,0.35
2807,0.84
2809,0.41
2811,0.4
2815,0.85
2816,0.62
2817,0.16
2821,0.81
2823,0.78
2831,0.15
2832,0.19
2833,0.97
2835,0.36
2836,0.33
2837,0.62
2841,0.91
2842,0.96
2845,0.65
2846,0.05
2847,0.8
2848,0.32
2850,0.91
2851,0.93
2852,0.3
2854,0.67
2855,0.52
2858,0.88
2861,0.15
2863,0.37
2865,0.51
2869,0.03
2870,0.76
2871,0.89
2875,0.39
2878,0.75
2879,0.93
2880,0.34
2881,0.74
2883,0.02
2885,0.23
2887,0.57
2889,0.27
2891,0.96
2892,0.9
2893,0.35
2894,0
2895,0.85
2896,0.85
2898,0.88
2899,0.96
2904,0.75
2908,0.03
2911,0.35
2912,0.91
2914,0.13
2915,0.81
2916,0.32
2921,0.12
2923,0.01
2924,0.32
2925,0.06
2926,0.71
2928,0.99
2929,0.88
2930,0.48
2931,0.9
2932,0.7
2933,0.54
2937,1
2938,0.3
2945,0.08
2946,0.17
2949,0.59
2950,0.99
2953,0.28
2955,0.68
2959,0.29
2960,0.12
2961,0.98
2965,0.78
2968,0.8
2972,0.75
2973,0.74
2976,0.25
2980,0.07
2981,0.64
2982,0.03
2984,0.89
2986,0.75
2991,0.95
2992,0.73
2993,0.66
2994,0.53
2995,1
2997,0.11
2998,0.29
2999,0.53
3002,0.78
3003,0.74
3006,0.02
3008,0.61
3010,0.04
3012,0.19
3013,0.91
3014,0.22
3015,0.01
3018,0.07
3019,0.4
3024,0.62
3025,0.72
3026,0.9
3027,0.34
3028,0.57
3031,0.75
3035,0.67
3036,0.03
3037,0.09
3039,0.91
3043,0.83
3044,0.11
3045,0.67
3046,0.68
3047,0.81
3049,0.6
3054,0.77
3056,0.1
3057,0.99
3058,0.93
3060,0.67
3062,0.04
3066,0.56
3067,0.09
3068,0.68
3069,0.44
3070,0.56
3071,1
3072,0.58
3073,0.98
3077,0.87
3080,0.19
3081,0.01
3083,0.29
3085,0.25
3089,0.61
3093,0.16
3094,0.35
3095,0.94
3096,0.36
3097,0.67
3099,0.01
3103,0.95
3104,0.86
3105,0.09
3106,0.81
3108,0.08
3114,0.78
3116,0.18
3117,0.97
3119,0.91
3123,0.49
3124,0.83
3125,0.53
3127,0.59
3128,0.79
3129,0.65
3134,0.27
3137,0.68
3140,0.13
3141,0.36
3143,0.45
3144,0.46
3145,0.45
3146,0.75
3147,0.79
3148,0.71
3150,0.96
3151,0.86
3152,0.29
3153,0.33
3155,0.41
3157,0.59
3161,0.83
3162,0.05
3165,0.09
3166,0.03
3168,0.75
3171,0.7
3174,0.93
3175,0.6
3176,0.87
3177,0.99
3179,0.09
3180,0.01
3182,0.1
3185,0.63
3186,0.66
3187,0.7
3188,0.08
3189,0.81
3190,0.23
3191,0.65
3192,0.03
3193,0.58
3195,0.58
3200,0.98
3201,0.45
3202,0.89
3204,0.64
3206,0.24
3208,0.19
3209,0.11
3212,0.9
3213,0.46
3214,0.55
3216,0.96
3220,0.59
3223,0.86
3227,0.47
3232,0.46
3235,0.36
3236,0.04
3237,0.91
3240,0.09
3241,0.88
3244,0.86
3245,0.52
3247,0.56
3248,0.65
3250,0.59
3257,0.07
3260,0.32
3261,0.11
3262,0.38
3265,0.59
3268,0.48
3269,0.94
3271,0.16
3272,0.68
3273,0.72
3275,0.3
3280,0.53
3282,0.97
3284,0
3285,0.08
3286,0.02
3287,0.9
3288,0.45
3289,0.02
3290,0.83
3292,0.12
3293,0.02
3295,0.06
3297,0.05
3300,0.78
3301,0.56
3304,0.03
3305,0.28
3307,0.15
3308,0.09
3311,0.71
3315,0.83
3318,0.62
3319,0.83
3322,0.55
3326,0.15
3327,0.57
3330,0.03
3332,0.28
3333,0.01
3335,0.16
3337,0.09
3338,0.73
3339,0.81
3340,0.19
3341,0.82
3343,0.85
3344,0.82
3345,0.9
3348,0.01
3349,0.75
3351,0.63
3357,0.18
3358,0.48
3359,0.88
3363,0.35
3370,0.01
3371,0.98
3373,0.09
3377,0.87
3381,0.03
3383,0.38
3384,0.17
3386,0.22
3387,0.37
3388,0.46
3392,0.61
3396,0.14
3397,0.38
3398,0.6
3399,0.39
3400,0.02
3402,0.77
3404,0.74
3405,0.64
3406,0.13
3412,0.76
3416,0.5
3419,0.62
3422,0.7
3423,0.27
3426,0.65
3433,0.57
3434,0.33
3438,0.87
3441,0.81
3443,0.78
3445,0.73
3446,0.43
3447,0.03
3448,0.05
3451,0.1
3452,0.83
3454,0.73
3455,0.23
3457,0.12
3458,0.02
3460,0.29
3463,0.25
3464,0.59
3466,0.07
3467,0.49
3468,0.57
3469,0.3
3472,0.06
3474,0.86
3475,0.96
3477,0.4
3478,0.81
3482,0.01
3483,0.59
3485,0.19
3487,0.76
3488,0.29
3489,1
3490,0.05
3491,0.04
3492,0.92
3494,0.92
3497,0.04
3498,0.27
3500,0.82
3502,0.94
3503,0.31
3505,0.55
3507,0.69
3508,0.02
3509,0.53
3511,0.25
3512,0.79
3514,0.13
3517,0.36
3519,0.77
3520,0.38
3524,0.21
3527,0.58
3532,0.94
3533,0.26
3535,0.62
3536,0.55
3537,0.01
3538,0.95
3539,0.07
3541,0.47
3543,0.71
3545,0.53
3546,0.17
3551,0.82
3553,0.99
3554,0.52
3555,0.2
3556,0.88
3558,0.83
3559,0.49
3561,0.98
3564,0.72
3565,0.37
3567,0.01
3572,0.68
3575,0.08
3576,0.01
3577,0.86
3579,0.85
3580,0.01
3581,0.02
3582,0.59
3583,0.11
3584,0.12
3585,0.15
3586,0.93
3587,0.73
3590,0.96
3592,0.09
3593,0.18
3595,0.65
3597,0.54
3599,0.9
3600,0.01
3601,0.92
3603,0.7
3609,0.02
3610,0.67
3611,0.63
3616,0.9
3619,0.06
3620,0.97
3622,0.77
3626,0.7
3630,0.02
3633,0.02
3635,0.93
3639,0.87
3640,0.32
3642,0.94
3644,0.02
3647,0.63
3648,0.73
3651,0
3652,0.9
3654,0.95
3657,0.71
3665,0.04
3667,0.92
3670,0.38
3671,0.68
3672,0.75
3673,0.25
3674,0.83
3676,0.85
3678,0.36
3680,0.98
3681,0.22
3682,0.85
3685,0.76
3686,0.57
3688,0.46
3690,0.09
3692,0.73
3693,0.28
3695,0.9
3696,0.17
3697,0.15
3699,0.55
3701,0.55
3702,0.63
3703,0.69
3709,0.37
3712,0.27
3715,0.02
3718,0.7
3722,0.91
3726,1
3732,0.46
3734,0.62
3735,0.06
3736,0.61
3738,0.12
3739,0.84
3742,0.03
3743,0.98
3744,0.12
3748,0.35
3749,0.83
3751,0.08
3752,0.79
3753,0.57
3754,0.85
3756,0.86
3763,0.55
3764,0.38
3765,0.14
3767,0.64
3768,0.44
3770,0.83
3772,0.88
3775,0.79
3776,0.06
3778,0.04
3780,0.01
3781,0.31
3783,0.68
3784,0.58
3785,0.54
3786,0.17
3789,0.85
3790,0.7
3791,0.87
3792,0.26
3794,0.82
3796,0.37
3797,0.59
3798,0.79
3799,0.12
3802,0.68
3809,0.24
3811,0.97
3812,0.26
3813,0.31
3814,0.1
3815,0.04
3824,0.09
3825,0.45
3827,0.93
3833,0.19
3835,0.69
3836,0.85
3837,0.55
3838,0.29
3839,0.5
3840,0.83
3842,0.3
3843,0.88
3845,0.56
3848,0.98
3851,0.83
3853,0.3
3855,0.09
3860,0.22
3862,0.85
3863,0.13
3864,0.85
3865,0.36
3866,0.37
3871,0.42
3875,0.36
3876,0.24
3879,0.66
3881,0.05
3886,0.83
3889,0.03
3891,0
3896,0.78
3898,0.03
3900,0.35
3901,0.74
3902,0.43
3904,0.72
3908,0.05
3910,0.53
3912,0.05
3915,0.76
3917,0.52
3920,0
3923,0.44
3926,0.76
3929,0.56
3930,0.82
3932,0.93
3933,0.89
3934,0.62
3938,0.79
3939,0.23
3940,0.51
3941,0.58
3943,0.76
3946,0.39
3948,0.49
3951,0.84
3953,0.96
3954,0.02
3956,0.79
3957,0.93
3958,0.75
3960,0.16
3961,0.13
3962,0.94
3967,0.46
3968,0.43
3969,0.13
3970,0.31
3971,0.89
3974,0.2
3975,0.58
3976,0.14
3978,0.76
3982,0.79
3983,0.54
3984,0.76
3985,0.16
3987,0.07
3988,0.08
3995,0.23
3997,0.76
3999,0.82
4000,0.07
4001,0.24
4007,0.93
4008,0.74
4010,0.17
4011,0.98
4018,0.85
4020,0.19
4021,0.8
4022,0.49
4023,0.84
4029,0.42
4030,0.84
4031,0.04
4033,0.18
4034,0.39
4035,0.67
4039,0.73
4043,0.59
4047,0.4
4048,0.82
4049,0.83
4052,0.61
4054,0.52
4058,0.7
4059,0.74
4061,0.93
4062,0.23
4064,0.93
4066,0.58
4067,0.91
4070,0.49
4075,0.48
4077,0.91
4078,0.89
4079,0.02
4080,0.01
4082,0.67
4083,0.68
4084,0.86
4085,0.37
4086,0.09
4089,0.34
4091,0.83
4092,0.01
4094,0.6
4096,0.79
4098,0.07
4099,0.85
4102,0.21
4104,0.8
4105,0.6
4106,0.79
4107,0.62
4113,0.16
4115,0.69
4116,0.76
4120,0.71
4121,0.16
4122,0.9
4125,0.06
4127,0.4
4128,0.47
4129,0.97
4131,0.09
4132,0.67
4133,0.78
4136,0.7
4137,0.97
4138,0.8
4139,0.8
4145,0.77
4146,0.27
4150,0.97
4151,0.1
4152,0.95
4155,0.21
4156,0.48
4157,0.6
4158,0.34
4161,0.52
4162,0.04
